Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
Circadian entrainment_Homo sapiens_hsa04713	6/95	0.000000116103442709154015369016517411626665534640778787434101104736328125	0.0000004116394786960915282863528175116840657210559584200382232666015625	0.00000337401143957148074231590546834258503849923727102577686309814453125	0.00001315864461432877493738367868925109860356315039098262786865234375	-1.6544793030992202	24.326004293615902	GRIA1;GRIA2;KCNJ6;CACNA1D;KCNJ3;GRIA4
Cholinergic synapse_Homo sapiens_hsa04725	6/111	0.00000029367565361019234496990312245634502374969088123179972171783447265625	0.0000008810269608305769819701501639752638794789163512177765369415283203125	0.00000794300463234135669505185661787294293390004895627498626708984375	0.00002581476505510941010595148126238740360349765978753566741943359375	-1.7184306189445955	23.958664897977602	CHRNA3;KCNJ6;CACNA1B;CACNA1A;CACNA1D;KCNJ3
Type II diabetes mellitus_Homo sapiens_hsa04930	5/48	0.00000011320977041995295845204267011496757078248265315778553485870361328125	0.0000004116394786960915282863528175116840657210559584200382232666015625	0.00000246448017434890531059143471692696181207793415524065494537353515625	0.000010679414088845256769412690733833670719832298345863819122314453125	-1.5674689079925228	23.04668019388868	KCNJ11;CACNA1B;CACNA1A;CACNA1D;CACNA1E
Amphetamine addiction_Homo sapiens_hsa05031	5/67	0.000000616647492437256473747837250132253217316247173584997653961181640625	0.000001717803728932357183595822959498722326543429517187178134918212890625	0.000011356272115769529195360675044579323866855702362954616546630859375	0.0000316353294653579745500902864474568332298076711595058441162109375	-1.5376770909108979	20.411839163635104	GRIA1;GRIA2;GRIN3A;CACNA1D;GRIA4
Taste transduction_Homo sapiens_hsa04742	5/83	0.000001800253236751000933692202186919839590473202406428754329681396484375	0.000003900548679627168866131635416305556418592459522187709808349609375	0.00003031982988925912189648835537436610820805071853101253509521484375	0.00006569296476006142456414982344625741461641155183315277099609375	-1.4312257724625355	17.825048710904213	GABRA5;CACNA1A;HTR3A;SCN2A;SCN3A
Arrhythmogenic right ventricular cardiomyopathy (ARVC)_Homo sapiens_hsa05412	5/74	0.00000101543394938465403204452298935311915784041048027575016021728515625	0.00000264012826840010065272234922317817762404956738464534282684326171875	0.00001791588941710287798017402216554927463221247307956218719482421875	0.0000465813124844674874918369622545100128263584338128566741943359375	-1.3368353081652393	17.1712258307456	CACNB2;CACNB3;CACNA2D1;CACNA2D2;CACNA1D
Cardiac muscle contraction_Homo sapiens_hsa04260	5/78	0.0000013210338779248012651239274628522935017826966941356658935546875	0.00000322002007744170308373957319070246541059532319195568561553955078125	0.0000228076107990432815444438452434638975319103337824344635009765625	0.000055593551322668000882164240916694097904837690293788909912109375	-1.3141651428415972	16.61909399032226	CACNB2;CACNB3;CACNA2D1;CACNA2D2;CACNA1D
Dilated cardiomyopathy_Homo sapiens_hsa05414	5/90	0.0000026902792090508615384381041479855412035249173641204833984375	0.000005522152060683347635857039226170428491968777962028980255126953125	0.000043918706650361810477078972070330564747564494609832763671875	0.000090148924177058453797821424569036707907798700034618377685546875	-1.3520571808611248	16.369008685043138	CACNB2;CACNB3;CACNA2D1;CACNA2D2;CACNA1D
Hypertrophic cardiomyopathy (HCM)_Homo sapiens_hsa05410	5/83	0.000001800253236751000933692202186919839590473202406428754329681396484375	0.000003900548679627168866131635416305556418592459522187709808349609375	0.00003031982988925912189648835537436610820805071853101253509521484375	0.00006569296476006142456414982344625741461641155183315277099609375	-1.293864933354462	16.114302792837552	CACNB2;CACNB3;CACNA2D1;CACNA2D2;CACNA1D
cAMP signaling pathway_Homo sapiens_hsa04024	6/199	0.00000881318086422261444553248599387273998218006454408168792724609375	0.00001718570268523409867700811604063204640624462626874446868896484375	0.0001874703365487315567285142581255286131636239588260650634765625	0.000365567156270026560015151684268630560836754739284515380859375	-1.4534484417063767	15.9464118469222	GRIA1;GRIA2;GRIN3A;CACNA1D;CNGA3;GRIA4
Adrenergic signaling in cardiomyocytes_Homo sapiens_hsa04261	5/148	0.0000304194941816529097755594790442046360112726688385009765625	0.0000564933463373554038688961753678086097352206707000732421875	0.0004171428145554010604410810625353178693330846726894378662109375	0.00077469379846003042465463206411868668510578572750091552734375	-1.359579409394791	13.298573299565994	CACNB2;CACNB3;CACNA2D1;CACNA2D2;CACNA1D
Calcium signaling pathway_Homo sapiens_hsa04020	4/180	0.000980186141497009499889969674768508411943912506103515625	0.001662054761668842195465600752868340350687503814697265625	0.00727374848402774498712375361719750799238681793212890625	0.01233374742943835027098042900206564809195697307586669921875	-1.4033020734028119	8.980713168614386	CACNA1B;CACNA1A;CACNA1D;CACNA1E
Long-term depression_Homo sapiens_hsa04730	3/60	0.0004286833092869433482242913502346937093534506857395172119140625	0.000759938593735944999292553081460255270940251648426055908203125	0.00233424326701725699806377889444775064475834369659423828125	0.004137976700621500726617885135283358977176249027252197265625	-1.1476391954718932	8.242657922068673	GRIA1;GRIA2;CACNA1A
Aldosterone synthesis and secretion_Homo sapiens_hsa04925	2/81	0.01684548720511773456376403146350639872252941131591796875	0.023463357178556847049133438076751190237700939178466796875	0.0482780660500110869737255825384636409580707550048828125	0.0672444491410868760983277070408803410828113555908203125	-1.1455969928597827	4.298641174066986	CACNA1D;KCNK3
Long-term potentiation_Homo sapiens_hsa04720	2/66	0.01141466711440758917406324002286055474542081356048583984375	0.0164878524985887404963325053586231661029160022735595703125	0.033607953758316787273852099815485416911542415618896484375	0.0485448220953464681937106206532916985452175140380859375	-0.9709347561382263	3.985814736734055	GRIA1;GRIA2
Insulin secretion_Homo sapiens_hsa04911	2/85	0.0184466893431507981959693864837390719912946224212646484375	0.0248076167028579673556887286167693673633038997650146484375	0.05252344095306656079902296596628730185329914093017578125	0.07063497231619296490290338397244340740144252777099609375	-1.0354028683654415	3.8274749520558218	KCNJ11;CACNA1D
Estrogen signaling pathway_Homo sapiens_hsa04915	2/99	0.0245293805996044424200253075696309679187834262847900390625	0.03188819477948577618686698542660451494157314300537109375	0.068369944292882955938495115333353169262409210205078125	0.0888809275807478371689285268075764179229736328125	-1.1071884293457814	3.814839220840691	KCNJ6;KCNJ3
Cocaine addiction_Homo sapiens_hsa05030	2/49	0.00642565605447200684230413259001579717732965946197509765625	0.01044169108851701090190378096167478361167013645172119140625	0.0196672299027187691411455716661293990910053253173828125	0.031959248591918003323808505911074462346732616424560546875	-0.8255393257870897	3.766068077177279	GRIA2;GRIN3A
Amyotrophic lateral sclerosis (ALS)_Homo sapiens_hsa05014	2/51	0.00694494419650069742810938322463698568753898143768310546875	0.01083411294654108847357321110393968410789966583251953125	0.0211447311262545796506362449918015045113861560821533203125	0.0329857805569571393977668094521504826843738555908203125	-0.7888318238237838	3.5695077960695736	GRIA1;GRIA2
Synaptic vesicle cycle_Homo sapiens_hsa04721	2/63	0.01044144751772422934077422240761734428815543651580810546875	0.0156621712765863431437995956230224692262709140777587890625	0.03092854666404247498956436857042717747390270233154296875	0.046392819996063712484346552855640766210854053497314453125	-0.7527647412014157	3.1288718761908223	CACNA1B;CACNA1A
Gastric acid secretion_Homo sapiens_hsa04971	1/74	0.1662777427071578661976758439777768217027187347412109375	0.1965100595630047408679530462904949672520160675048828125	0.27529030345843252813864410200039856135845184326171875	0.325343085905420270620425071683712303638458251953125	-0.9214189044242306	1.499186939459132	KCNK10
GnRH signaling pathway_Homo sapiens_hsa04912	1/91	0.2004673857296095651481238064661738462746143341064453125	0.2299478836310227258810101602648501284420490264892578125	0.326623138649415889478433427939307875931262969970703125	0.374655953156682930416110366422799415886402130126953125	-0.9796955405865084	1.4400570111906903	CACNA1D
Renin secretion_Homo sapiens_hsa04924	1/64	0.1455014614899770297729020285260048694908618927001953125	0.1773299061909094920252982774400152266025543212890625	0.2433486606455506351398554443221655674278736114501953125	0.296581180161764823566272752941586077213287353515625	-0.7407420535556358	1.28129368156362	CACNA1D
Vascular smooth muscle contraction_Homo sapiens_hsa04270	1/120	0.255647860321479847289793951858882792294025421142578125	0.28486475864393467904989165617735125124454498291015625	0.406187240263109983207101549851358868181705474853515625	0.45260863915032256699078061501495540142059326171875	-0.9481845599930235	1.1906739833100892	CACNA1D
cGMP-PKG signaling pathway_Homo sapiens_hsa04022	1/167	0.33725414608000925387187862725113518536090850830078125	0.35721000763780852427231593537726439535617828369140625	0.5162100365384063582752105503459461033344268798828125	0.5463394492685560432931879404350183904170989990234375	-1.0326588522255802	1.0630514618779574	CACNA1D
Alcoholism_Homo sapiens_hsa05034	1/179	0.3566434360269925551989445011713542044162750244140625	0.366028789606650251098329817978083156049251556396484375	0.54097369549053464510279809474013745784759521484375	0.55520984537186446328149713735911063849925994873046875	-0.9754422668592526	0.9803617036718238	GRIN3A
Alzheimer's disease_Homo sapiens_hsa05010	1/168	0.338891545707664498809918995902989991009235382080078125	0.35721000763780852427231593537726439535617828369140625	0.51832204161375827755620093739707954227924346923828125	0.5463394492685560432931879404350183904170989990234375	-0.9407646498632033	0.9684526832504402	CACNA1D
Carbohydrate digestion and absorption_Homo sapiens_hsa04973	1/45	0.10461996521397785853135786737766466103494167327880859375	0.1316186659143592507792419610268552787601947784423828125	0.178869708761785040085356968120322562754154205322265625	0.22502963360353600563712461735121905803680419921875	-0.4076600518243877	0.8266719815178096	CACNA1D
Olfactory transduction_Homo sapiens_hsa04740	1/415	0.642526844247186534886395747889764606952667236328125	0.642526844247186534886395747889764606952667236328125	0.8397714950794605837103290468803606927394866943359375	0.8397714950794605837103290468803606927394866943359375	-0.9686410687152301	0.428475162946309	CNGA3
