Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
Morphine addiction_Homo sapiens_hsa05032	6/91	0.00001100320944524977838656527862060130473764729686081409454345703125	0.000032398338922124344271651075199969227469409815967082977294921875	0.0002886162085763930846941949237560720575856976211071014404296875	0.000849814391919379605137840894002465574885718524456024169921875	-1.3684024172036013	14.145727806074614	GABRQ;GABRR3;KCNJ5;GABRR2;GABRA6;KCNJ9
Serotonergic synapse_Homo sapiens_hsa04726	6/112	0.000035972455738631742652201828125413385350839234888553619384765625	0.000095327007707374117350708486728905199925065971910953521728515625	0.000824130363556453237987298177102957197348587214946746826171875	0.002183945463424601281243742079141156864352524280548095703125	-1.3603199794860363	12.59411088464071	KCNJ5;KCNJ9;HTR3C;CACNA1S;HTR3B;CACNA1F
Amphetamine addiction_Homo sapiens_hsa05031	4/67	0.000508585979169053222469221164914188193506561219692230224609375	0.00122522985890726452719301509119986803852953016757965087890625	0.004430440863621136309002945807833384606055915355682373046875	0.01067333480781455616603903280292797717265784740447998046875	-1.2416406104014013	8.324736928188884	GRIN3B;GRIN2C;GRIN2B;GRIN1
Cocaine addiction_Homo sapiens_hsa05030	4/49	0.000151675868607926999688528812981758164823986589908599853515625	0.000382801001724768111093843980796691539580933749675750732421875	0.001516393335018287845394890922534614219330251216888427734375	0.003827087940760440752663296137825454934500157833099365234375	-0.9648252366864523	7.591240409772298	GRIN3B;GRIN2C;GRIN2B;GRIN1
Inflammatory mediator regulation of TRP channels_Homo sapiens_hsa04750	4/98	0.002104121625481740649743489512957239639945328235626220703125	0.004848628093501402593068494439876303658820688724517822265625	0.01558319368270665895848114956834251643158495426177978515625	0.034412886049310538461032393797722761519253253936767578125	-1.3709558343139736	7.305905187385671	ASIC4;ASIC5;TRPV3;ASIC2
Alzheimer's disease_Homo sapiens_hsa05010	5/168	0.0023718739192205191834705857445442234165966510772705078125	0.0052378882382786463856039205211345688439905643463134765625	0.0235101774376114090736589190555605455301702022552490234375	0.0498415761677361845993772249130415730178356170654296875	-1.2661669908678281	6.649702486015052	CACNA1S;GRIN2C;CACNA1F;GRIN2B;GRIN1
Long-term potentiation_Homo sapiens_hsa04720	3/66	0.00576081933410225489888834005114404135383665561676025390625	0.01174320864259305839671920779210267937742173671722412109375	0.0272647193267445027420325942557610687799751758575439453125	0.0555780817045176400714723286000662483274936676025390625	-1.0064427908691957	4.47311504976384	GRIN2C;GRIN2B;GRIN1
Alcoholism_Homo sapiens_hsa05034	4/179	0.0171926293549062962628948270094042527489364147186279296875	0.033748494659630874636935260468817432411015033721923828125	0.09461143858668798201083660615040571428835391998291015625	0.1857187498183134610751920945403981022536754608154296875	-1.2511957216411134	4.2400764164424425	GRIN3B;GRIN2C;GRIN2B;GRIN1
Amyotrophic lateral sclerosis (ALS)_Homo sapiens_hsa05014	3/51	0.002782513641213686661490811502517317421734333038330078125	0.005898928919373015548888172787656003492884337902069091796875	0.014264002092137219313006113452502177096903324127197265625	0.032869222212316202835769018975042854435741901397705078125	-0.7888318238237838	4.049061511888922	GRIN2C;GRIN2B;GRIN1
Dopaminergic synapse_Homo sapiens_hsa04728	3/129	0.034351444427297615769045791012104018591344356536865234375	0.0650223769516704852566846284389612264931201934814453125	0.1290423619627278639665490800325642339885234832763671875	0.2358360408284336795503577377530746161937713623046875	-1.1735778303182356	3.207416150255854	KCNJ5;KCNJ9;GRIN2B
cGMP-PKG signaling pathway_Homo sapiens_hsa04022	3/167	0.06466791949884410917182009370662854053080081939697265625	0.1142466577812912553735458232040400616824626922607421875	0.2173121175068213617453949382252176292240619659423828125	0.353083301323344311839491638238541781902313232421875	-1.1886547053891017	2.5786621727181234	CACNA1S;CACNA1F;CNGB1
Renin secretion_Homo sapiens_hsa04924	2/64	0.048462416304658473276134600382647477090358734130859375	0.08856924359127237023070478016961715184152126312255859375	0.128936292635424554209322423048433847725391387939453125	0.2358360408284336795503577377530746161937713623046875	-0.8524915248131676	2.066414409463095	CACNA1S;CACNA1F
GnRH signaling pathway_Homo sapiens_hsa04912	2/91	0.08958547630461655142397603412973694503307342529296875	0.143879704368020500115932236440130509436130523681640625	0.2198443196918936359818275150246336124837398529052734375	0.353083301323344311839491638238541781902313232421875	-1.0093407701939452	1.9568873919606755	CACNA1S;CACNA1F
Insulin secretion_Homo sapiens_hsa04911	2/85	0.0797450554462498517604984726858674548566341400146484375	0.13633832060165296251597055743332020938396453857421875	0.199003724463097830810198729523108340799808502197265625	0.35157324655147281777800571944680996239185333251953125	-0.9732681872265359	1.9393495975266875	CACNA1S;CACNA1F
Estrogen signaling pathway_Homo sapiens_hsa04915	2/99	0.1032250819852999768055923368592630140483379364013671875	0.1609096866241440937361772967051365412771701812744140625	0.2479038090675491357028903394166263751685619354248046875	0.36496949668278066969406836506095714867115020751953125	-0.9944906673766258	1.8168469580214859	KCNJ5;KCNJ9
Salivary secretion_Homo sapiens_hsa04970	2/89	0.086266238250798876752156729708076454699039459228515625	0.1428784571028856309471422036949661560356616973876953125	0.21287261703556736858189424310694448649883270263671875	0.353083301323344311839491638238541781902313232421875	-0.93148635293223	1.81244978074079	TRPV6;BEST2
Vascular smooth muscle contraction_Homo sapiens_hsa04270	2/120	0.1413481996279164487617663326091133058071136474609375	0.2024717454129613958269118256794172339141368865966796875	0.321777825409272522083625744926393963396549224853515625	0.44879538807082741680432036446291022002696990966796875	-0.8939155370794757	1.427721607939955	CACNA1S;CACNA1F
Huntington's disease_Homo sapiens_hsa05016	2/193	0.28701089569513504873299325481639243662357330322265625	0.338035054929825717895397474421770311892032623291015625	0.5553419313388057165781219737255014479160308837890625	0.61319004918659791858459584545926190912723541259765625	-0.8099364891887044	0.8784617134276728	GRIN2B;GRIN1
Rap1 signaling pathway_Homo sapiens_hsa04015	2/211	0.323509644103660065628247366475989110767841339111328125	0.358275593602498554357538296244456432759761810302734375	0.603898336868368357244207800249569118022918701171875	0.6401322370804705119695654502720572054386138916015625	-0.805494293835518	0.8268018525133982	GRIN2B;GRIN1
Ras signaling pathway_Homo sapiens_hsa04014	2/227	0.355568578088086229005426730509498156607151031494140625	0.376902692773371350565270176957710646092891693115234375	0.6436847889194685645719573585665784776210784912109375	0.66892732966140855399572728856583125889301300048828125	-0.7411686922773061	0.7232088661111086	GRIN2B;GRIN1
Gastric acid secretion_Homo sapiens_hsa04971	1/74	0.335600792305391804060121785369119606912136077880859375	0.3629967753507299388360252123675309121608734130859375	0.51188463245708148985357865967671386897563934326171875	0.57723160681330465404670349016669206321239471435546875	-0.3707668125026716	0.37572074952868617	KCNJ1
Regulation of lipolysis in adipocytes_Homo sapiens_hsa04923	1/56	0.266022388060632442030595257165259681642055511474609375	0.32788805970264001121705632613156922161579132080078125	0.41979464517502529385950538198812864720821380615234375	0.51742130684363585313434441559365950524806976318359375	-0.3020559674507955	0.3368174774466325	AQP7
Long-term depression_Homo sapiens_hsa04730	1/60	0.28208295927608728614899291642359457910060882568359375	0.338035054929825717895397474421770311892032623291015625	0.441634439348361607091675296032917685806751251220703125	0.53196875648779917700181840700679458677768707275390625	-0.3022090632806562	0.32777766539302583	GRID2
Systemic lupus erythematosus_Homo sapiens_hsa05322	1/135	0.52624351111085265753075645989156328141689300537109375	0.536363578632215176611452989163808524608612060546875	0.7291646138513205865905320024467073380947113037109375	0.7431870102715383286096084702876396477222442626953125	-0.4732133586873592	0.29478496327077414	GRIN2B
Gap junction_Homo sapiens_hsa04540	1/88	0.385162656662929536732775659402250312268733978271484375	0.400267074571279746209029326564632356166839599609375	0.57341173273958168099539989270851947367191314697265625	0.6202208537795474985188093342003412544727325439453125	-0.31685509742339985	0.29011989986428566	GJD2
Olfactory transduction_Homo sapiens_hsa04740	2/415	0.669036746466914689079885647515766322612762451171875	0.669036746466914689079885647515766322612762451171875	0.912216702369124110560960616567172110080718994140625	0.91221670236912422158326307908282615244388580322265625	-0.6448628114485735	0.25918087061169537	CNGA4;CNGB1
PPAR signaling pathway_Homo sapiens_hsa03320	1/69	0.316957143928405071786613689255318604409694671630859375	0.358275593602498554357538296244456432759761810302734375	0.48785645607032257498048011257196776568889617919921875	0.5733268317806794467372810686356388032436370849609375	-0.19521313735647614	0.2003770664007278	AQP7
Bile secretion_Homo sapiens_hsa04976	1/71	0.3244760093003760115237810168764553964138031005859375	0.358275593602498554357538296244456432759761810302734375	0.497604420036061423360251865233294665813446044921875	0.5733268317806794467372810686356388032436370849609375	-0.1837919843689839	0.18865379223210185	AQP8
Endocrine and other factor-regulated calcium reabsorption_Homo sapiens_hsa04961	1/47	0.228572725577386837159110655193217098712921142578125	0.300969638955967566662508261288166977465152740478515625	0.36753153661852888678396311661344952881336212158203125	0.482894876513947635121581924977363087236881256103515625	-0.09316771930703288	0.1118707557196455	TRPV5
Type II diabetes mellitus_Homo sapiens_hsa04930	1/48	0.2328255697583899996860878900406532920897006988525390625	0.300969638955967566662508261288166977465152740478515625	0.37356018749192176908735518736648373305797576904296875	0.482894876513947635121581924977363087236881256103515625	-0.05972935414233889	0.07171977629429202	CACNA1G
Vasopressin-regulated water reabsorption_Homo sapiens_hsa04962	1/44	0.2156735225299189762093732269931933842599391937255859375	0.293094787027838588056027901984634809195995330810546875	0.349100583958722066046931331584346480667591094970703125	0.474418742302878670979993103173910640180110931396484375	-0.013054310042014846	0.016021022321514748	AQP2
Mineral absorption_Homo sapiens_hsa04978	1/51	0.245445202190887223903104086275561712682247161865234375	0.30972846943135767805443947509047575294971466064453125	0.39130853950598065704724604074726812541484832763671875	0.49379410937659462543791732969111762940883636474609375	0.05765791252360327	-0.06757849088474407	TRPV6
Aldosterone-regulated sodium reabsorption_Homo sapiens_hsa04960	1/39	0.1936982386728097471628728953874087892472743988037109375	0.270158069727866212428324388383771292865276336669921875	0.317199734032832136865209804454934783279895782470703125	0.44879538807082741680432036446291022002696990966796875	0.06366526150097385	-0.08332178670541036	KCNJ1
Phototransduction_Homo sapiens_hsa04744	1/27	0.1384369362568310946048910636818618513643741607666015625	0.2024717454129613958269118256794172339141368865966796875	0.234218733052427741103684866175171919167041778564453125	0.354674081479390557181119447704986669123172760009765625	0.6377220974129636	-1.018540992487893	CNGB1
Collecting duct acid secretion_Homo sapiens_hsa04966	1/27	0.1384369362568310946048910636818618513643741607666015625	0.2024717454129613958269118256794172339141368865966796875	0.234218733052427741103684866175171919167041778564453125	0.354674081479390557181119447704986669123172760009765625	1.0413955966022193	-1.6632701122302114	CLCNKB
